qid,question,answer,grounding,keep_YN,edited_answer,notes
9f697d24-e488-4715-a28f-b96a6dd3e905,"HL홀딩스 2023년 지표및목표(MT-2)에 대해 모든 섹터에 대한 지침 조직은 Scope 1, Scope 2 GHG 배출량, 그리고 해당되는 경우, Scope 3 GHG 배출량 및 관련 위험을 제공해야 합니다. GHG 배출량은 GHG 프로토콜 방법론에 따라 계산되어 조직과 관할 구역에 걸쳐 집계 및 비교가 가능해야 합니다. 적절한 경우, 조직은 일반적으로 받아들여 지는 산업별 GHG 효율 비율을 제공하는 관점에서 요약해 주세요. 반드시 페이지 인용을 포함하세요.","- …[6]4) 참고소스안내(SOURCES)는 아래 4개 섹션으로 구성됩니다.…[7] a) HL홀딩스 2024 p.36: Scope 1, 2 및 Scope 3 GHG 배출량 b) HL홀딩스 2024 p.46: 1) GHG 프로토콜의 Corporate Value Chain(Scope 3) Accounting and Reporting Standard에 따라 배출량을 산정하였으며, 카테고리별 산정방법 또는 커버리지가 변경된 항목에 대해서는 과거연도 배출량까지 소급하여 산정 2) 2023년 실제 활… a) 조직 연도 p.14-15: (요약/발췌) hl홀딩스 2024 p.33: 1) GHG 프로토콜의 Corporate Value Chain(Scope 3) Accounting and Reporting Standard에 따라 배출량을 산정하였으며, 카테고리별 산정방법 또는 커버리지가 변경된 항목에 대해서는 과거연도 배출량까지 소급하여 산정 2) 2023년 실제 활… a) 조직 연도 p.16-17: (요",0.431,,,
01d48679-c5aa-4060-aa96-e55c88b3d5f2,HL홀딩스 2024년 리스크관리(RM-1)에 대해 모든 섹터에 대한 지침 조직은 기후 변화와 관련된 위험을 식별하고 평가하기 위한 위험 관리 프로세스를 설명해야 합니다 이 설명의 중요한 측면은 조직이 다른 위험과 관련하여 기후 변화와 관련된 위험의 상대적 중요성을 결정하는 방법입니다. 조작은 기후 변화와 관련된 현존 하거나 새로 등장하는 규제 요건 (예: 배출량 제한) 및 고려되는 기타 관련 요인을 고려해 관점에서 요약해 주세요. 반드시 페이지 인용을 포함하세요.,"# TCFD 보고서 초안(2) HL만도의 기후변화 리스크와 기회요인에 대해(1) 접근방식을 준용하여 HL만도의 기후변화 리스크와 기회요인을  정의, 분석하고 있습니다. 크게 2가지 주제 (① 물리적 환경 ② 규제,  시장, 기술 수준 등 기업 비즈니스 환경)에 대해 2가지 기후변화  시나리오 (2도씨 상승 기준 RCP 1) 2.6 및 4도씨 상승 기준 RCP 8.5…  # 예: [1] 회사 연도 p.10-12: (요약/발췌) …[2] 전략만호- …[3] 전략만호- …[4] 전략만호- …[5] …[6] …[7] …[8] …[9] …[10] …[11] …[12] …[13] …[14] …[15] …[16] …[17] …[18] …[19] …[20] …[21] …[22] …[23] …[24] …[25] …[26] …[27] …[28] …[29] …[30] …",0.432,,,
cdaf3d98-08c9-4347-b570-73d1f5140fb1,"HL만도 2023년 전략(STRAT-2)에 대해 모든 섹터에 지침 권장된 정보 공개 (a)를 바탕으로 확인된 기후 변화와 관련된 이슈가 조직의 사업, 전략 및 재무 계획에 어떻게 영향을 미쳤는지에 대해 논의해야 합니다. 조직은 다음 영역에서 사업 및 전략에 미치는 영향을 포함하는 것을 고려해야 합니다. - 제품 및 서비스 - 공급망 및/또는 가치 사슬 - 조정 및 완화 활동 - 연구 개발 투자 - 운영 관점에서 요약해 주세요. 반드시 페이지 인용을 포함하세요.","- …[6] ……3) HL만도는 2021년부터 기후변화 관련 이슈를 집중적으로 관리해 나갈 것입니다. HL만도는 2020년부터 기후변화 관련 이슈에 대한 CDP (탄소정보공개 프로젝트)에  참여하여, HL만도가 기후변화에  어떠한 영향을 받고 있는지를  파악하고 기후변화에 대응하기 위한  활동을 계획 및 실시하고 있습니다. HL만도는 상기한 기후변화 관련 이슈가 조직의  사업, 전략,  재무계획에  어떠한  영향을 미쳤는지에 대해  논의해야 합니다.  조직은 상기한 기후변화 관련 이슈가  조직의  사업, 전략,  재무계획에  어떠한 영향을 미쳤는지에 대해  논의해야 합니다.  조직은 상기한 기후변화 관련 이슈가  조직의  사업, 전략,  재무계획에  어떠한 영향을 미쳤는지에 대해  논의해야 합니다.  조직은 상기한 기후변화 관련 이슈가  조직의  사업, 전략,  재무계획에  어떠한 영향을 미쳤는지에 대해  논의해야 합니다.  조직은 상기한 기후변화 관련 이슈가  조직의  사업,",0.434,,,
5f7463b7-ae31-4919-8662-9ea79b887551,"HL홀딩스 2023년 전략(STRAT-3)에 대해 모든 섹터에 대한 지침 조직은 2°C 이하의 시나리오 및 조직과 관련이 있는 경우, 물리적 기후 변화와 관련된 위험 증가와 일관된 시나리오와 일치하는 저탄소 경제로의 전환을 고려하여 기후 변화와 관련된 리스크와 기회에 대한 전략이 얼마나 탄력적인지를 설명해야합니다. 조직은 다음 사항의 논의를 고려해야 합니다. -조직의 전략이 기후 변화와 관련된 리스크 및 관점에서 요약해 주세요. 반드시 페이지 인용을 포함하세요.","# HL홀딩스 2023 p.33: HL홀딩스는 ESG 환경부문 강화활동을 임원 KPI 지표에 반영하는 등 기후변화 대응 및 친환경 경영을 위한  최고경영진의 의지를 강화하고 있습니다. 동시에 그린워싱의 위험을 견제하기 위해 투명하고 공정한 성과평가  및 환경내부감사를 자체적으로 수행하고 있습니다. HL홀딩스는 2024년 ESG 부문별 목표 및 계획을 수립하고 ESG 지표, 리스크 관리 지표 및 목표를 발표할 예정입니다. …  # 예: [1] 회사 연도 p.14-15: (요약/발췌) HL홀딩스는 ESG 환경부문 강화활동을 임원 KPI 지표에 반영하는 등 기후변화 대응 및 친환경 경영을 위한  최고경영진의 의지를 강화하고 있습니다. 동시에 그린워싱의 위험을 견제하기 위해 투명하고 공정한 성과평가  및 환경내부감사를 자체적으로 수행하고 있습니다. …  # 예: [2] 회사 연도 p.16-17: (요약/발췌) HL홀딩스는 ESG 환경부문 강화활동을 임원 KPI 지표에 반영하는 등 기후변화 대응 및 친환경 경영을 위한  최고경영진의 의지를 강화",0.451,,,
56fe8744-1c4c-476f-811d-790164263fba,"한온시스템 2023년 지표및목표(MT-3)에 대해 전 부문 대상 지침 조직은 표2의 기후변화 관련 산업 전반의 지표 범주에 따라, 그리고 해당되는 경우 예상되는 규제요건 혹은 시장의 제약조건 혹은 기타 목표에 따라, 온실가스 배출량, 물 사용량, 에너지 사용량 등과 같은 주요 기후변화 관련 목표를 설명해야 한다. 기타 목표에는 효율성 또는 재무적 목표, 재무적 손실 허용치, 전체 제품 라이프사이클 전반에서 관점에서 요약해 주세요. 반드시 페이지 인용을 포함하세요.","- …[6] …  # 예: [1] 회사 연도 p.12: (요약/발췌)# 1.1 거버넌스, 조직의 목표 및 성과, 그리고 거버넌스에 대한 설명 전 부문 대상 지침 조직은 표 A1.1(69페이지)의 기후변화 관련 산업 전반의 지표 범주에 따라, 그리고 해당되는 경우 예상되는 규제요건 혹은 시장의 제약조건 혹은 기타 목표에 따라,  지표를 설명해야 한다. 한온시스템은",0.451,,,
85e25368-2cea-46df-9966-e777b3035a60,"HL만도 2022년 리스크관리(RM-3)에 대해 모든 섹터에 대한 지침 조직은 기후 변화와 관련된 위험을 식별, 평가 및 관리하는 프로세스가 그들의 전반적인 리스크 관리에 어떻게 통합되는지 설명해야 합니다. 관점에서 요약해 주세요. 반드시 페이지 인용을 포함하세요.","- [1] HL만도는 지속가능경영 6대 분야의 업무 진행 현황을 분기별로 보고하고 있습니다.- 조직은 기후변화 관련 위험을 식별, 평가, 관리하기 위한 프로세스가  어떻게  반영되어 있는지 설명해야 합니다.- 기후변화 관련 위험을 식별, 평가, 관리하는 프로세스는 다음 사항을 고려하여 정의합니다.- 본 권고안은 조직의 전반적인  위험 관리에  기후변화 관련  위험을  식별, 평가, 관리하는  프로세스가 어떻게  반영되어 있는지 설명하고 있습니다.- 본 권고안은 조직의 전반적인  위험 관리에  기후변화 관련  위험을  식별, 평가, 관리하는  프로세스가 어떻게 반영되어 있는지 설명하고 있습니다.- 본 권고안은 조직의 전반적인  위험 관리에  기후변화 관련  위험을  식별, 평가, 관리하는  프로세스가 어떻게 반영되어 있는지 설명하고 있습니다.- 본 권고안은 조직의 전반적인  위험 관리에  기후변화 관련  위험을  식별, 평가, 관리하는  프로세스가 어떻게 반영되어 있는지 설명하고 있습니다.- 본 권고",0.457,,,
4415244f-7574-4eaf-8a2d-3bb9b1db21fd,"HL홀딩스 2024년 전략(STRAT-1)에 대해 모든 섹터에 지침 조직은 다음 정보를 제공해야 합니다 - 조직의 자산 또는 기반 시설의 유용한 수명과 기후 변화와 관련된 이슈가 중장기에 걸쳐 종종 나타나는 사실을 고려하여, 관련 단기, 중기 및 장기간의 시간 주기로 생각하는 것에 대한 설명 - 조직에 중대한 재무적 영향을 미칠 수 있는 각 시간 주기( 단기, 중기 및 장기)에 대한 구체적인 기후 변화와 관점에서 요약해 주세요. 반드시 페이지 인용을 포함하세요.","5) 출처: [1] HL홀딩스 2024 p.19: TCFD(기후관련 재무정보공개 협의체)는 기후변화가 기업의 재무에 미치는 영향을 공개하도록 권고합니다. HL홀딩스는  TCFD 권고안에 따라 기후변화 관련 지배구조, 전략, 위험관리 및 지표 감축목표를  공시하고 있으며, 전세계적인  움직임에 동참해 나가고 있습니다.  UN SDGs 활동 …  # 예: [1] 회사 연도 p.10-12: (요약/발췌) …[2] 회사 연도 p.10-12: (요약/발췌) …[3] 회사 연도 p.10-12: (요약/발췌) …[4] 회사 연도 p.10-12: (요약/발췌) …[5] 회사 연도 p.10-12: (요약/발췌) …[6] 회사 연도 p.10-12: (요약/발췌) …[7] 회사 연도 p.10-12: (요약/발췌) …[8] 회사 연도 p.10-12: (요약/발췌) …[",0.464,,,
a4a9d6dd-0344-43c3-9a94-3cdabf26abfe,"HL만도 2024년 거버넌스(GOV-2)에 대해 모든 섹터에 대한 지침 기후 변화와 관련된 이슈의 평가 및 관리와 관련된 경영진의 역할을 설명할 때, 조직은다음 정보를 고려해야 합니다 — 조직이 관리 수준의 직위 또는 위원회에 기후 변화와 관련된 책임올 부여했는지, 만약그렇다면, 그러한 관리직 또는 위원회가 이사회 또는 운영위권회에 보고하는지 여부와 그러한 책임이 기후 변화와 관련된 이슈의 평가 및 또는 관점에서 요약해 주세요. 반드시 페이지 인용을 포함하세요.","- …[6]…cihlmanager.hl[1] (by Park Sun-jin, 2020.12.22)2. 기후변화와 관련된 이슈의 평가 및 관리와 관련된 경영진의 역할을 설명할 때, 조직은 다음의 정보를  포함시킬 것을 고려해야 합니다.",0.464,,,
51327f25-686c-4c0c-b09f-5b5d27aa2a07,"HL만도 2024년 전략(STRAT-2)에 대해 모든 섹터에 지침 권장된 정보 공개 (a)를 바탕으로 확인된 기후 변화와 관련된 이슈가 조직의 사업, 전략 및 재무 계획에 어떻게 영향을 미쳤는지에 대해 논의해야 합니다. 조직은 다음 영역에서 사업 및 전략에 미치는 영향을 포함하는 것을 고려해야 합니다. - 제품 및 서비스 - 공급망 및/또는 가치 사슬 - 조정 및 완화 활동 - 연구 개발 투자 - 운영 관점에서 요약해 주세요. 반드시 페이지 인용을 포함하세요.","1) HL만도는 기후변화 이슈가 HL만도에 미치는 영향을 파악하고, 이에 대응하기 위한 활동을 계획 및 실시하고 있습니다. 2) HL만도는 기후변화 완화, 에너지, 미래성장 동력, 제품 및 서비스와 관련된 자원 유출, 임직원 건강과 안전, 임직원 동등한 기회, 임직원 근무 조건, 공급…  # 예: [2] HL만도는 기후변화 이슈가 HL만도에 미치는 영향을 파악하고, 이에 대응하기 위한 활동을 계획 및 실시하고 있습니다. [3] HL만도는 기후변화 완화, 에너지, 미래성장 동력, 제품 및 서비스와 관련된 자원 유출, 임직원 건강과 안전, 임직원 동등한 기회, 임직원 근무 조건, 공급…  # 예: [4] HL만도는 기후변화 이슈가 HL만도에 미치는 영향을 파악하고, 이에 대응하기 위한 활동을 계획 및 실시하고 있습니다. [5] HL만도는 기후변화 이슈가 HL만도에 미치는 영향을 파악하고, 이에 대응하기 위한 활동을 계획 및 실시하고 있습니다. # 예시 답변: [1] H",0.472,,,
210aafc3-817a-48fd-a539-0579c052ac1e,"HL만도 2023년 지표및목표(MT-2)에 대해 모든 섹터에 대한 지침 조직은 Scope 1, Scope 2 GHG 배출량, 그리고 해당되는 경우, Scope 3 GHG 배출량 및 관련 위험을 제공해야 합니다. GHG 배출량은 GHG 프로토콜 방법론에 따라 계산되어 조직과 관할 구역에 걸쳐 집계 및 비교가 가능해야 합니다. 적절한 경우, 조직은 일반적으로 받아들여 지는 산업별 GHG 효율 비율을 제공하는 관점에서 요약해 주세요. 반드시 페이지 인용을 포함하세요.","- …[6]  # 예: [2] HL만도 2024 p.19: HL만도는 전 부문 대상 온실가스 배출량을 관리하고 감축합니다. Scope 3 배출량 산출 결과 카테고리 1을 핵심 카테고리로 선정했으며,  저탄소 원자재 및 부품 구매, 공급망 내 협력사 탄소배출 관리 등을 통해 온실가스 배출량을 감축할 계획입니다. HL만도는 매년 온실가스 배출량을  산정하고, 이를  등을 통해  감축합니다. -  # 예: [3] HL만도 2024 p.24: HL만도는 전 부문 대상 온실가스 배출량을 관리하고 감축합니다. Scope 3 배출량 산출 결과 카테고리 1을 핵심 카테고리로 선정했으며,  저탄소 원자재 및 부품 구매, 공급망 내 협력사 탄소배출 관리 등을 통해 온실가스 배출량을 감축할 계획입니다. HL만도는 매년 온실가스 배출량을  산정하고, 이를  등을 통해  감축합니다. -  # 예: [4] HL만도 2024 p.23: HL만도는 전 부문 대상 온실가스 배출량을 관리하고 감축합니다. Scope 3 배출량 산출 결과 카테고리 1을 핵심 카테고리로 선정했으며",0.475,,,
b9d2ffbf-f33d-4667-bf0c-5fdac689a7a7,"HL만도 2024년 거버넌스(GOV-2)에 대해 모든 섹터에 대한 지침 기후 변화와 관련된 이슈의 평가 및 관리와 관련된 경영진의 역할을 설명할 때, 조직은다음 정보를 고려해야 합니다 — 조직이 관리 수준의 직위 또는 위원회에 기후 변화와 관련된 책임올 부여했는지, 만약그렇다면, 그러한 관리직 또는 위원회가 이사회 또는 운영위권회에 보고하는지 여부와 그러한 책임이 기후 변화와 관련된 이슈의 평가 및 또는 관점에서 요약해 주세요. 반드시 페이지 인용을 포함하세요.","- …[6]  # TCFD Korean p.18:  HL만도는 글로벌 전사 온실가스 배출량 산정 체계를 구축하여, 기후변화 대응을 위한  전략을 수립하고,  ESG경영을 추진하며,  친환경 기술을 개발하고, …  # 기후변화 완화, 에너지, 미래성장 동력, 제품 및 서비스와 관련된 자원 유출, 임직원 건강과 안전, 임직원 동등한 기회, 임직원 근무 조건, …  #  # 기후변화 완화, 에너지, 미래성장 동력, 제품 및 서비스와 관련된 자원 유출, 임직원 건강과 안전, 임직원 동등한 기회, 임직원 근무 조건, …  #  # 기후변화 완화, 에너지, 미래성장 동력, 제품 및 서비스와 관련된 자원 유출, …  #  # 기후변화 완화, 에너지, 미래성장 동력, 제품 및 서비스와 관련된 자원 유출, …  #  # 기후변화 완화, 에너지, 미래성장 동력, 제품 및 서비스와 관련된 자원 유출, …  #  # 기후변화 완화, 에너지, 미래성장 동력, 제품 및 서비스와 관련된 자원 유출, …  #  # 기후변화 완화, 에너지, 미래성장 동력, 제품 및 서비스와 관련된 자원 유출, …",0.489,,,
3023a32a-9f1f-45c9-8829-2fa4559bf1b8,"HL만도 2022년 지표및목표(MT-3)에 대해 전 부문 대상 지침 조직은 표2의 기후변화 관련 산업 전반의 지표 범주에 따라, 그리고 해당되는 경우 예상되는 규제요건 혹은 시장의 제약조건 혹은 기타 목표에 따라, 온실가스 배출량, 물 사용량, 에너지 사용량 등과 같은 주요 기후변화 관련 목표를 설명해야 한다. 기타 목표에는 효율성 또는 재무적 목표, 재무적 손실 허용치, 전체 제품 라이프사이클 전반에서 관점에서 요약해 주세요. 반드시 페이지 인용을 포함하세요.","- …[6] … # 예: [2] 회사 연도 p.12-13: (요약/발췌)HL홀딩스 2024 p.12: (요약/발췌)HL홀딩스는 기후변화 관련 산업 전반의 지표 범주에 따라, 그리고 해당되는 경우  예상되는 규제요건 혹은 시장의 제약조건 혹은 기타 목표에 따라, 온실가스 배출량, 물 사용량, 에너지  사용량 등과 같은 주요 기후변화 관련 목표를 설명해야 한다. … # 예: [2] 회사 연도 p.13-14: (요약/발췌)HL홀딩스 2024 p.13: (요약/발췌)HL홀딩스는 기후변화 관련 산업 전반의 지표 범주에 따라, 그리고 해당되는 경우  예상되는 규제요건 혹은 시장의 제약조건 혹은 기타 목표에 따라, 온실가스 배출량, 물 사용량, 에너지  사용량 등과 같은 주요 기후변화 관련 목표를 설명해야 한다. … # 예: [2] 회사 연도 p.14-15: (요약/발췌)HL홀딩스 2024 p.14: (요약/발췌)HL홀딩스는 기후변화 관련 산업 전반의 지표 범주에 따라, 그리고 해당되",0.492,,,
61d12c37-69ff-400e-8077-55c46be91c6c,"HL만도 2024년 거버넌스(GOV-1)에 대해 모든 섹터에 대한 지점 기후 변화와 관련된 이슈에 대한 사회의 감독을 기술함에 있어서 조직은 다음에 대한 논의를 포함시키는 것을 고려해야 합니다. -이사회 및 또는 운영위원회( 예: 감사, 위험 또는 기타 위원회)가 기후 변화와 관련된 이슈에 관해 통보 받는 프로세스 및 빈도 -이사회 및 또는 운영위원회가 조직의 성과 목표 설정, 이행 및 성과 모니터링 , 관점에서 요약해 주세요. 반드시 페이지 인용을 포함하세요.","[1] HL만도는 이사회 및 이사회 운영위원회(예: 감사, 위험, 혹은 기타 위원회)가 기후변화 관련 이슈에 대해 통보 받는 프로세스 및 빈도를 검토하고 있습니다. 답변: [2]  1) 기후변화 완화, 에너지, 미래성장 동력, 제품 및 서비스와 관련된 자원 유출, 임직원 건강과 안전, 임직원 동등한 기회, 임직원 근무 조건, 공급…  1) 이사회 및 또는 운영위원회(예: 감사, 위험, 혹은 기타 위원회)가 기후변화 관련 이슈에 대해 통보 받는 프로세스 및 빈도를 검토하고 있습니다. 답변: [3]  1) 기후변화 완화, 에너지, 미래성장 동력, 제품 및 서비스와 관련된 자원 유출, 임직원 건강과 안전, 임직원 동등한 기회, 임직원 근무 조건, 공급…  1) 이사회 및 또는 운영위원회(예: 감사, 위험, 혹은 기타 위원회)가 기후변화 관련 이슈에 대해 통보 받는 프로세스 및 빈도를 검토하고 있습니다. 답변: [4]  1) 이사회 및 또는 운영위원회(예: 감사, 위험, 혹은 기타 위원회)가 기후변화 관련 이슈에 대해 통보 받는 프로세스 및 빈도를 검토하고 있습니다. 답변: [5]  1)",0.500,,,
372c3345-ceff-41c3-bbde-174f5afc8472,"HL홀딩스 2024년 리스크관리(RM-2)에 대해 모든 섹터에 대한 지침 조직은 기후 위험을 완화, 전가, 수용 또는 통제하기 위한 의사 결정 방법을 포함하여 기후 변화와 관련된 위험을 관리하는 프로세스를 설명해야 합니다. 또한 조직은 중요성 결정이 조직 내에서 이루어지는 방법을 포함하여 기후 변화와 관련된 위험의 우선순위 결정을 위한 프로세스를 설명해야 합니다. 기후 변화와 관련된 위험을 관리하는 프로세 관점에서 요약해 주세요. 반드시 페이지 인용을 포함하세요.","# TCFD 보고서 초안 HL홀딩스 2024 p.11: 리스크 관리 프로세스 HL홀딩스는 전사차원의 리스크 관리절차에 따라 기후변화 관련 리스크의 파악 및 식별, 평가, 대응,  모니터링 활동을 수행하고 있습니다. HL홀딩스는 각 사업장별로 에너지효율화와 온실가스  감축활동을 위한 실천 방안을 모색하고, 본사 Culture팀은 리스크…[1] HL홀딩스 2024 p.10: 조직의 기후변화 관련 리스크 관리 프로세스에 대해 설명해야 합니다. 또한, 조직은 중요성에 대한 판단 방법을 포함해 기후변화 관련 위험의 우선순위 결정을 위한 프로세스를 설명해야 합니다.  …[2] HL홀딩스 2024 p.10: 조직의 기후변화 관련 리스크 관리 프로세스에 대해 설명해야 합니다. 또한, 조직은 중요성에 대한 판단 방법을 포함해 기후변화 관련 위험의 우선순위 결정을 위한 프로세스를 설명해야 합니다. …[3] HL홀딩스 2024 p.10: 조직의 기후변화 관련 리스크 관리 프로세스에 대해 설명해야 합니다. 또한, 조직은 중요성에 대한 판단 방법을 포함해 기후변화 관련 위험의 우선순위 결정을 위한 프로세스를 설명해야 합니다. …[4] HL홀딩스 2024 p",0.500,,,
e5e429c5-84d5-4c8d-985f-d413d7e0062a,"HL홀딩스 2024년 전략(STRAT-1)에 대해 모든 섹터에 지침 조직은 다음 정보를 제공해야 합니다 - 조직의 자산 또는 기반 시설의 유용한 수명과 기후 변화와 관련된 이슈가 중장기에 걸쳐 종종 나타나는 사실을 고려하여, 관련 단기, 중기 및 장기간의 시간 주기로 생각하는 것에 대한 설명 - 조직에 중대한 재무적 영향을 미칠 수 있는 각 시간 주기( 단기, 중기 및 장기)에 대한 구체적인 기후 변화와 관점에서 요약해 주세요. 반드시 페이지 인용을 포함하세요.","# TCFD 보고서 초안...[6] HL홀딩스 2024 p.21: TCFD(기후관련 재무정보공개 협의체)는 기후변화가 기업의 재무에 미치는 영향을 공개하도록 권고합니다. HL홀딩스는  TCFD 권고안에 따라 기후변화 관련 지배구조, 전략, 위험관리 및 지표 감축목표를  공시하고 있으며, 전세계적인 …[7] HL홀딩스 2024 p.11: TCFD(기후관련 재무정보공개 협의체)는 기후변화가 기업의 재무에 미치는 영향을 공개하도록 권고합니다. HL홀딩스는  TCFD 권고안에 따라 기후변화 관련 지배구조, 전략, 위험관리 및 지표 감축목표를  공시하고 있으며, 전세계적인 …[8] HL홀딩스 2024 p.22: TCFD(기후관련 재무정보공개 협의체)는 기후변화가 기업의 재무에 미치는 영향을 공개하도록 권고합니다. HL홀딩스는  TCFD 권고안에 따라 기후변화 관련 지배구조, 전략, 위험관리 및 지표 감축목표를  공시하고 있으며, 전세계적인 …[9] HL홀딩스 2024 p.24:",0.510,,,
0a9e5b12-c469-4e18-bd3b-79c7aa45253d,현대모비스 2022년 리스크관리(RM-1)에 대해 모든 섹터에 대한 지침 조직은 기후 변화와 관련된 위험을 식별하고 평가하기 위한 위험 관리 프로세스를 설명해야 합니다 이 설명의 중요한 측면은 조직이 다른 위험과 관련하여 기후 변화와 관련된 위험의 상대적 중요성을 결정하는 방법입니다. 조작은 기후 변화와 관련된 현존 하거나 새로 등장하는 규제 요건 (예: 배출량 제한) 및 고려되는 기타 관련 요인을 고려해 관점에서 요약해 주세요. 반드시 페이지 인용을 포함하세요.,- …[6]  # 예: [1] 회사 연도 p.10-12: (요약/발췌) (2) 조직의 기후변화 관련 위험의 식별 및 평가 프로세스를  설명 전 부문 대상 지침 조직은 기후변화 관련 위험을 식별하고 평가하기 위한 위험 관리 프로세스를 설명해야 한다. 이러한  설명에서... (3) 조직의 기후변화 관련 위험의 식별 및 평가 프로세스를  설명 전 부문 대상 지침 조직은 기후변화 관련 위험을 식별하고 평가하기 위한 위험 관리 프로세스를 설명해야 한다. 이러한  설명에서... (4) 리스크 관리는 회사의 기후변화 리스크 관리 프로세스를 설명한다.리스크 관리는 회사의 기후변화 리스크 관리 프로세스를 설명한다.리스크 관리는 회사의 기후변화 리스크 관리 프로세스를 설명한다.리스크 관리는 회사의 기후변화 리스크 관리 프로세스를 설명한다.리스크 관리는 회사의 기후변화 리스크 관리 프로세스를 설명한다.리스크 관리는 회사의 기후변화 리스크 관리 프로세스를 설명한다.리스크 관리는 회사의 기후변화 리스크 관리 프로세스를 설명한다.리스크 관리는 회사의 기후변화 리스크 관리 프로세스를 설명한다.리스크 관리는 회사의 기후변화 리스크 관리 프로세스를 설명한다.리스크 관리,0.529,,,
927db588-7896-42f2-b801-26b60627d9bb,"HL홀딩스 2024년 지표및목표(MT-3)에 대해 전 부문 대상 지침 조직은 표2의 기후변화 관련 산업 전반의 지표 범주에 따라, 그리고 해당되는 경우 예상되는 규제요건 혹은 시장의 제약조건 혹은 기타 목표에 따라, 온실가스 배출량, 물 사용량, 에너지 사용량 등과 같은 주요 기후변화 관련 목표를 설명해야 한다. 기타 목표에는 효율성 또는 재무적 목표, 재무적 손실 허용치, 전체 제품 라이프사이클 전반에서 관점에서 요약해 주세요. 반드시 페이지 인용을 포함하세요.","# HL홀딩스 2024 p.14: 지표 및 감축 목표 a) 조직이 경영 전략 및 위험관리 절차에 따라 기후변화 관련 위험과 기회를 평가하기 위해 사용한 지표 공개 b) Scope 1, 2 및 Scope 3(해당되는 경우) 온실가스 배출량과 관련 위험 공개 c) 기후변화 관련 위험과 기회 관리를 위해 조직에서 사용… ---------------------------------------------- # SOURCES 안의 번호만을 인용 근거로 사용할 수 있습니다. ----------------------------------------------- # [1] 조직이 경영 전략 및 위험관리 절차에 따라 기후변화 관련 위험과 기회를 평가하기 위해 사용한 지표 공개 a) 조직이 경영 전략 및 위험관리 절차에 따라 기후변화 관련 위험과 기회를 평가하기 위해 사용한 …cii-tcs-tii-tbi-tbt-tii-tbi-tbt-tii-tbt-tii-tbt-tii-tbt-tii-tbt-tii-tbt-tii-tbt-tii-tbt-ti",0.529,,,
4601e2b9-f00d-4d40-9e5c-3760973f5c4b,"HL홀딩스 2024년 전략(STRAT-1)에 대해 모든 섹터에 지침 조직은 다음 정보를 제공해야 합니다 - 조직의 자산 또는 기반 시설의 유용한 수명과 기후 변화와 관련된 이슈가 중장기에 걸쳐 종종 나타나는 사실을 고려하여, 관련 단기, 중기 및 장기간의 시간 주기로 생각하는 것에 대한 설명 - 조직에 중대한 재무적 영향을 미칠 수 있는 각 시간 주기( 단기, 중기 및 장기)에 대한 구체적인 기후 변화와 관점에서 요약해 주세요. 반드시 페이지 인용을 포함하세요.","…# 예: [2] 조직 연도 p.17: (요약/발췌) HL홀딩스 2024 p.9: HL홀딩스는 TCFD 권고안에 따라 기후변화 관련 지배구조, 전략, 위험관리 및 지표 감축목표를  공시하고 있으며, 전세계적인  움직임에 동참해 나가고 있습니다. HL홀딩스는  TCFD 권고안에 따라 기후변화 관련 지배구조, 전략, 위험관리 및 지표 감축목표를  공시하고 있으며, 전세계적인  움직임에 동참해 나가고 있습니다. HL홀딩스는  TCFD 권고안에 따라 기후변화 관련 지배구조, 전략, 위험관리 및 지표 감축목표를  공시하고 있으며, 전세계적인  움직임에 동참해 나가고 있습니다. HL홀딩스는  TCFD 권고안에 따라 기후변화 관련 지배구조, 전략, 위험관리 및 지표 감축목표를  공시하고 있으며, 전세계적인  움직임에 동참해 나가고 있습니다. HL홀딩스는  TCFD 권고안에 따라 기후변화 관련 지배구조, 전략, 위험관리 및 지표 감축목표를  공시하고 있으며, 전세계적인  움직임에 동참",0.531,,,
